State Legislative District,Office,Candidate,Party,Votes
House 52,Lieutenant Governor,LIB,Kerry Douglas McKennon,2408
House 52,Lieutenant Governor,REP,Dan Patrick,32150
House 53,Lieutenant Governor,,OVER VOTES,0
House 53,Lieutenant Governor,,Over Votes,3
House 53,Lieutenant Governor,,UNDER VOTES,43
House 53,Lieutenant Governor,,Under Votes,392
House 53,Lieutenant Governor,DEM,Mike  Collier,899
House 53,Lieutenant Governor,DEM,Mike Collier,19269
House 53,Lieutenant Governor,LIB,Kerry D. McKennon,41
House 53,Lieutenant Governor,LIB,Kerry Douglas McKennon,1491
House 53,Lieutenant Governor,REP,Dan  Patrick,2743
House 53,Lieutenant Governor,REP,Dan Patrick,59726
House 54,Lieutenant Governor,,Over Votes,4
House 54,Lieutenant Governor,,Under Votes,369
House 54,Lieutenant Governor,DEM,Mike Collier,22581
House 54,Lieutenant Governor,LIB,Kerry Douglas McKennon,1237
House 54,Lieutenant Governor,REP,Dan Patrick,24744
House 55,Lieutenant Governor,,Over Votes,3
House 55,Lieutenant Governor,,Under Votes,428
House 55,Lieutenant Governor,DEM,Mike Collier,15313
House 55,Lieutenant Governor,LIB,Kerry Douglas McKennon,1051
House 55,Lieutenant Governor,REP,Dan Patrick,28668
House 56,Lieutenant Governor,,Over Votes,0
House 56,Lieutenant Governor,,Under Votes,802
House 56,Lieutenant Governor,DEM,Mike Collier,20262
House 56,Lieutenant Governor,LIB,Kerry Douglas McKennon,1329
House 56,Lieutenant Governor,REP,Dan Patrick,36300
House 57,Lieutenant Governor,,OVER VOTES,0
House 57,Lieutenant Governor,,UNDER VOTES,365
House 57,Lieutenant Governor,DEM,Mike Collier,13407
House 57,Lieutenant Governor,LIB,Kerry Douglas McKennon,740
House 57,Lieutenant Governor,REP,Dan Patrick,37961
House 58,Lieutenant Governor,DEM,Mike Collier,13502
House 58,Lieutenant Governor,LIB,Kerry Douglas McKennon,1254
House 58,Lieutenant Governor,REP,Dan Patrick,44534
House 59,Lieutenant Governor,,Dan Patrick,2141
House 59,Lieutenant Governor,,Kerry Douglas McKennon,60
House 59,Lieutenant Governor,,Mike Collier,466
House 59,Lieutenant Governor,,Over Votes,0
House 59,Lieutenant Governor,,Under Votes,239
House 59,Lieutenant Governor,DEM,Mike  Collier,1012
House 59,Lieutenant Governor,DEM,Mike Collier,8420
House 59,Lieutenant Governor,DEM,Mike Collier ,982
House 59,Lieutenant Governor,LIB,Kerry Douglas McKennon,863
House 59,Lieutenant Governor,LIB,Kerry Douglas McKennon ,90
House 59,Lieutenant Governor,REP,Dan  Patrick,4538
House 59,Lieutenant Governor,REP,Dan Patrick,23892
House 59,Lieutenant Governor,REP,Dan Patrick ,4335
House 60,Lieutenant Governor,,Cast Votes,18796
House 60,Lieutenant Governor,,Overvotes,0
House 60,Lieutenant Governor,,Undervotes,172
House 60,Lieutenant Governor,DEM,Mike  Collier,363
House 60,Lieutenant Governor,DEM,Mike Collier,12517
House 60,Lieutenant Governor,LIB,Kerry Douglas McKennon,1358
House 60,Lieutenant Governor,REP,Dan  Patrick,2565
House 60,Lieutenant Governor,REP,Dan Patrick,57588
House 61,Lieutenant Governor,,Over Votes,0
House 61,Lieutenant Governor,,Under Votes,949
House 61,Lieutenant Governor,DEM,Mike Collier,13752
House 61,Lieutenant Governor,LIB,Kerry Douglas McKennon,1518
House 61,Lieutenant Governor,REP,Dan Patrick,62408
House 62,Lieutenant Governor,,Dan Patrick,1477
House 62,Lieutenant Governor,,Kerry Douglas McKennon,30
House 62,Lieutenant Governor,,Mike Collier,430
House 62,Lieutenant Governor,,Over Votes,0
House 62,Lieutenant Governor,,Under Votes,19
House 62,Lieutenant Governor,DEM,MIKE COLLIER,2234
House 62,Lieutenant Governor,DEM,Mike Collier,11137
House 62,Lieutenant Governor,LIB,KERRY DOUGLAS McKENNON,179
House 62,Lieutenant Governor,LIB,Kerry Douglas McKennon,910
House 62,Lieutenant Governor,REP,DAN PATRICK,8292
House 62,Lieutenant Governor,REP,Dan Patrick,30792
House 62,Lieutenant Governor,REP,Over Votes,0
House 62,Lieutenant Governor,REP,Under Votes,142
House 63,Lieutenant Governor,,Over Votes,13
House 63,Lieutenant Governor,,Under Votes,731
House 63,Lieutenant Governor,DEM,Mike Collier,27360
House 63,Lieutenant Governor,LIB,Kerry Douglas McKennon,1973
House 63,Lieutenant Governor,REP,Dan Patrick,50804
House 64,Lieutenant Governor,,Over Votes,11
House 64,Lieutenant Governor,,Under Votes,882
House 64,Lieutenant Governor,DEM,Mike Collier,32386
House 64,Lieutenant Governor,LIB,Kerry Douglas McKennon,2191
House 64,Lieutenant Governor,REP,Dan Patrick,34668
House 65,Lieutenant Governor,,Over Votes,15
House 65,Lieutenant Governor,,Under Votes,604
House 65,Lieutenant Governor,DEM,Mike Collier,30118
House 65,Lieutenant Governor,LIB,Kerry Douglas McKennon,1611
House 65,Lieutenant Governor,REP,Dan Patrick,27514
House 66,Lieutenant Governor,,OVER VOTES,1
House 66,Lieutenant Governor,,UNDER VOTES,1090
House 66,Lieutenant Governor,DEM,Mike Collier,33982
House 66,Lieutenant Governor,LIB,K. Douglas McKennon,1389
House 66,Lieutenant Governor,REP,Dan Patrick,33730
House 67,Lieutenant Governor,,OVER VOTES,0
House 67,Lieutenant Governor,,UNDER VOTES,1238
House 67,Lieutenant Governor,DEM,Mike Collier,36330
House 67,Lieutenant Governor,LIB,K. Douglas McKennon,1726
House 67,Lieutenant Governor,REP,Dan Patrick,35825
House 68,Lieutenant Governor,,Dan Patrick,605
House 68,Lieutenant Governor,,Kerry Douglas McKennon,17
House 68,Lieutenant Governor,,Mike Collier,281
House 68,Lieutenant Governor,,OVER VOTES,1
House 68,Lieutenant Governor,,Over Votes,0
House 68,Lieutenant Governor,,UNDER VOTES,86
House 68,Lieutenant Governor,,Under Votes,61
House 68,Lieutenant Governor,DEM,Mike  Collier,944
House 68,Lieutenant Governor,DEM,Mike Collier,5353
House 68,Lieutenant Governor,DEM,Mike Collier ,2597
House 68,Lieutenant Governor,Dem,Mike Colllier,423
House 68,Lieutenant Governor,LIB,Kerry D. McKennon,265
House 68,Lieutenant Governor,LIB,Kerry Douglas McKennon,577
House 68,Lieutenant Governor,Lib,Kerry Douglas McKennon,25
House 68,Lieutenant Governor,REP,Dan  Patrick,3038
House 68,Lieutenant Governor,REP,Dan Patrick,24630
House 68,Lieutenant Governor,REP,Dan Patrick ,11590
House 68,Lieutenant Governor,REP,Over Votes,0
House 68,Lieutenant Governor,REP,Under Votes,24
House 68,Lieutenant Governor,Rep,Dan Patrick,1027
House 69,Lieutenant Governor,,Dan Patrick,290
House 69,Lieutenant Governor,,Kerry Douglas McKennon,6
House 69,Lieutenant Governor,,Mike Collier,128
House 69,Lieutenant Governor,,OVER VOTES,1
House 69,Lieutenant Governor,,Over Votes,0
House 69,Lieutenant Governor,,UNDER VOTES,74
House 69,Lieutenant Governor,,Under Votes,621
House 69,Lieutenant Governor,DEM,Mike  Collier,319
House 69,Lieutenant Governor,DEM,Mike Collier,11144
House 69,Lieutenant Governor,LIB,Kerry Douglas McKennon,1028
House 69,Lieutenant Governor,REP,Dan  Patrick,740
House 69,Lieutenant Governor,REP,Dan Patrick,30618
House 70,Lieutenant Governor,,OVER VOTES,0
House 70,Lieutenant Governor,,UNDER VOTES,1242
House 70,Lieutenant Governor,DEM,Mike Collier,32716
House 70,Lieutenant Governor,LIB,K. Douglas McKennon,1862
House 70,Lieutenant Governor,REP,Dan Patrick,51946
House 71,Lieutenant Governor,,OVER VOTES,0
House 71,Lieutenant Governor,,Over Votes,0
House 71,Lieutenant Governor,,UNDER VOTES,98
House 71,Lieutenant Governor,,Under Votes,565
House 71,Lieutenant Governor,DEM,Mike Collier,12587
House 71,Lieutenant Governor,LIB,Kerry Douglas McKennon,1185
House 71,Lieutenant Governor,REP,Dan Patrick,35744
House 72,Lieutenant Governor,,Cast Votes,722
House 72,Lieutenant Governor,,Over Votes,0
House 72,Lieutenant Governor,,Overvotes,0
House 72,Lieutenant Governor,,Under Votes,691
House 72,Lieutenant Governor,,Undervotes,24
House 72,Lieutenant Governor,DEM,Mike Collier,13783
House 72,Lieutenant Governor,LIB,Kerry Douglas,16
House 72,Lieutenant Governor,LIB,Kerry Douglas McKennon,1282
House 72,Lieutenant Governor,REP,Dan Patrick,35146
House 73,Lieutenant Governor,,OVER VOTES,0
House 73,Lieutenant Governor,,UNDER VOTES,196
House 73,Lieutenant Governor,DEM,Mike Collier,20659
House 73,Lieutenant Governor,LIB,Kerry Douglas McKennon,1794
House 73,Lieutenant Governor,LIB,Kerry Douglas Mckennon,82
House 73,Lieutenant Governor,REP,Dan Patrick,62755
House 74,Lieutenant Governor,DEM,Mike  Collier,5545
House 74,Lieutenant Governor,DEM,Mike Collier,14518
House 74,Lieutenant Governor,LIB,Kerry Douglas McKennon,990
House 74,Lieutenant Governor,REP,Dan  Patrick,5375
House 74,Lieutenant Governor,REP,Dan Patrick,10805
House 80,Lieutenant Governor,,Over Votes,2
House 80,Lieutenant Governor,,Under Votes,178
House 80,Lieutenant Governor,DEM,Mike Collier,20861
House 80,Lieutenant Governor,LIB,Kerry D. McKennon,40
House 80,Lieutenant Governor,LIB,Kerry Douglas McKennon,631
House 80,Lieutenant Governor,LIB,Kerry Douglas Mckennon,66
House 80,Lieutenant Governor,REP,Dan Patrick,11866
House 81,Lieutenant Governor,,Over Votes,0
House 81,Lieutenant Governor,,Under Votes,639
House 81,Lieutenant Governor,DEM,Mike  Collier,355
House 81,Lieutenant Governor,DEM,Mike Collier,10610
House 81,Lieutenant Governor,LIB,Kerry Douglas McKennon,875
House 81,Lieutenant Governor,REP,Dan  Patrick,1071
House 81,Lieutenant Governor,REP,Dan Patrick,25971
House 82,Lieutenant Governor,,OVER VOTES,1
House 82,Lieutenant Governor,,UNDER VOTES,22
House 82,Lieutenant Governor,DEM,Mike Collier,11065
House 82,Lieutenant Governor,LIB,Kerry Douglas McKennon,1192
House 82,Lieutenant Governor,REP,Dan Patrick,36926
House 83,Lieutenant Governor,,OVER VOTES,1
House 83,Lieutenant Governor,,Over Votes,1
House 83,Lieutenant Governor,,UNDER VOTES,83
House 83,Lieutenant Governor,,Under Votes,531
House 83,Lieutenant Governor,DEM,Mike Collier,14618
House 83,Lieutenant Governor,LIB,Kerry Douglas McKennon,1477
House 83,Lieutenant Governor,REP,Dan Patrick,40156
House 84,Lieutenant Governor,,Over Votes,0
House 84,Lieutenant Governor,,Under Votes,684
House 84,Lieutenant Governor,DEM,Mike Collier,19346
House 84,Lieutenant Governor,LIB,Kerry Douglas McKennon,1524
House 84,Lieutenant Governor,REP,Dan Patrick,25739
House 85,Lieutenant Governor,,Over Votes,0
House 85,Lieutenant Governor,,Under Votes,604
House 85,Lieutenant Governor,DEM,Mike Collier,24680
House 85,Lieutenant Governor,LIB,Kerry Douglas McKennon,904
House 85,Lieutenant Governor,REP,Dan Patrick,31529
House 86,Lieutenant Governor,,Dan Patrick,2550
House 86,Lieutenant Governor,,Kerry Douglas McKennon,75
House 86,Lieutenant Governor,,Mike Collier,1119
House 86,Lieutenant Governor,,OVER VOTES,0
House 86,Lieutenant Governor,,UNDER VOTES,15
House 86,Lieutenant Governor,DEM,Mike  Collier,605
House 86,Lieutenant Governor,DEM,Mike Collier,10346
House 86,Lieutenant Governor,LIB,Kerry Douglas McKennon,1265
House 86,Lieutenant Governor,REP,Dan  Patrick,2147
House 86,Lieutenant Governor,REP,Dan Patrick,40099
House 87,Lieutenant Governor,,OVER VOTES,0
House 87,Lieutenant Governor,,Over Votes,0
House 87,Lieutenant Governor,,UNDER VOTES,49
House 87,Lieutenant Governor,,Under Votes,245
House 87,Lieutenant Governor,DEM,Mike Collier,9761
House 87,Lieutenant Governor,LIB,Kerry Douglas McKennon,930
House 87,Lieutenant Governor,REP,Dan Patrick,26670
House 88,Lieutenant Governor,,OVER VOTES,0
House 88,Lieutenant Governor,,Over Votes,0
House 88,Lieutenant Governor,,UNDER VOTES,133
House 88,Lieutenant Governor,,Under Votes,113
House 88,Lieutenant Governor,DEM,MIKE COLLIER,408
House 88,Lieutenant Governor,DEM,Mike  Collier,1491
House 88,Lieutenant Governor,DEM,Mike Collier,7333
House 88,Lieutenant Governor,LIB,KERRY D. MCKENNON,28
House 88,Lieutenant Governor,LIB,Kerry Douglad McKennon,43
House 88,Lieutenant Governor,LIB,Kerry Douglas McKennon,885
House 88,Lieutenant Governor,LIB],Kerry Douglas McKennon,2
House 88,Lieutenant Governor,OEM,Mike Collier,34
House 88,Lieutenant Governor,REP,DAN PATRICK,1147
House 88,Lieutenant Governor,REP,Dan  Patrick,4416
House 88,Lieutenant Governor,REP,Dan Patrick,25113
House 88,Lieutenant Governor,REP,Over Votes,1
House 88,Lieutenant Governor,REP,Under Votes,65
House 89,Lieutenant Governor,,OVER VOTES,1
House 89,Lieutenant Governor,,UNDER VOTES,1228
House 89,Lieutenant Governor,DEM,Mike Collier,31267
House 89,Lieutenant Governor,LIB,K. Douglas McKennon,1750
House 89,Lieutenant Governor,REP,Dan Patrick,43072
House 90,Lieutenant Governor,,Over Votes,2
House 90,Lieutenant Governor,,Under Votes,695
House 90,Lieutenant Governor,DEM,Mike Collier,19525
House 90,Lieutenant Governor,LIB,Kerry Douglas McKennon,521
House 90,Lieutenant Governor,REP,Dan Patrick,5460
House 91,Lieutenant Governor,,Over Votes,3
House 91,Lieutenant Governor,,Under Votes,745
House 91,Lieutenant Governor,DEM,Mike Collier,20402
House 91,Lieutenant Governor,LIB,Kerry Douglas McKennon,1392
House 91,Lieutenant Governor,REP,Dan Patrick,33489
House 92,Lieutenant Governor,,Over Votes,1
House 92,Lieutenant Governor,,Under Votes,777
House 92,Lieutenant Governor,DEM,Mike Collier,27439
House 92,Lieutenant Governor,LIB,Kerry Douglas McKennon,1610
House 92,Lieutenant Governor,REP,Dan Patrick,31078
House 93,Lieutenant Governor,,Over Votes,1
House 93,Lieutenant Governor,,Under Votes,728
House 93,Lieutenant Governor,DEM,Mike Collier,26429
House 93,Lieutenant Governor,LIB,Kerry Douglas McKennon,1409
House 93,Lieutenant Governor,REP,Dan Patrick,30127
House 94,Lieutenant Governor,,Over Votes,3
House 94,Lieutenant Governor,,Under Votes,828
House 94,Lieutenant Governor,DEM,Mike Collier,28123
House 94,Lieutenant Governor,LIB,Kerry Douglas McKennon,1643
House 94,Lieutenant Governor,REP,Dan Patrick,32824
House 95,Lieutenant Governor,,Over Votes,2
House 95,Lieutenant Governor,,Under Votes,616
House 95,Lieutenant Governor,DEM,Mike Collier,32590
House 95,Lieutenant Governor,LIB,Kerry Douglas McKennon,843
House 95,Lieutenant Governor,REP,Dan Patrick,9945
House 96,Lieutenant Governor,,Over Votes,2
House 96,Lieutenant Governor,,Under Votes,730
House 96,Lieutenant Governor,DEM,Mike Collier,30836
House 96,Lieutenant Governor,LIB,Kerry Douglas McKennon,1415
House 96,Lieutenant Governor,REP,Dan Patrick,32577
House 97,Lieutenant Governor,,Over Votes,2
House 97,Lieutenant Governor,,Under Votes,952
House 97,Lieutenant Governor,DEM,Mike Collier,30517
House 97,Lieutenant Governor,LIB,Kerry Douglas McKennon,1738
House 97,Lieutenant Governor,REP,Dan Patrick,34593
House 98,Lieutenant Governor,,Over Votes,6
House 98,Lieutenant Governor,,Under Votes,989
House 98,Lieutenant Governor,DEM,Mike Collier,27167
House 98,Lieutenant Governor,LIB,Kerry Douglas McKennon,2082
House 98,Lieutenant Governor,REP,Dan Patrick,54777
House 99,Lieutenant Governor,,Over Votes,3
House 99,Lieutenant Governor,,Under Votes,809
House 99,Lieutenant Governor,DEM,Mike Collier,22277
House 99,Lieutenant Governor,LIB,Kerry Douglas McKennon,1538
House 99,Lieutenant Governor,REP,Dan Patrick,36059
House 100,Lieutenant Governor,,Over Votes,8
House 100,Lieutenant Governor,,Under Votes,687
House 100,Lieutenant Governor,DEM,Mike Collier,32096
House 100,Lieutenant Governor,LIB,Kerry Douglas McKennon,912
House 100,Lieutenant Governor,REP,Dan Patrick,8263
House 101,Lieutenant Governor,,Over Votes,3
House 101,Lieutenant Governor,,Under Votes,641
House 101,Lieutenant Governor,DEM,Mike Collier,29426
House 101,Lieutenant Governor,LIB,Kerry Douglas McKennon,899
House 101,Lieutenant Governor,REP,Dan Patrick,13001
House 102,Lieutenant Governor,,Over Votes,7
House 102,Lieutenant Governor,,Under Votes,939
House 102,Lieutenant Governor,DEM,Mike Collier,31609
House 102,Lieutenant Governor,LIB,Kerry Douglas McKennon,1440
House 102,Lieutenant Governor,REP,Dan Patrick,23935
House 103,Lieutenant Governor,,Over Votes,12
House 103,Lieutenant Governor,,Under Votes,774
House 103,Lieutenant Governor,DEM,Mike Collier,29493
House 103,Lieutenant Governor,LIB,Kerry Douglas McKennon,864
House 103,Lieutenant Governor,REP,Dan Patrick,8422
House 104,Lieutenant Governor,,Over Votes,6
House 104,Lieutenant Governor,,Under Votes,738
House 104,Lieutenant Governor,DEM,Mike Collier,24442
House 104,Lieutenant Governor,LIB,Kerry Douglas McKennon,613
House 104,Lieutenant Governor,REP,Dan Patrick,6372
House 105,Lieutenant Governor,,Over Votes,4
House 105,Lieutenant Governor,,Under Votes,797
House 105,Lieutenant Governor,DEM,Mike Collier,25036
House 105,Lieutenant Governor,LIB,Kerry Douglas McKennon,992
House 105,Lieutenant Governor,REP,Dan Patrick,19048
House 106,Lieutenant Governor,,Over Votes,9
House 106,Lieutenant Governor,,Under Votes,769
House 106,Lieutenant Governor,DEM,Mike Collier,34943
House 106,Lieutenant Governor,LIB,Kerry Douglas McKennon,2000
House 106,Lieutenant Governor,REP,Dan Patrick,47673
House 107,Lieutenant Governor,,Over Votes,3
House 107,Lieutenant Governor,,Under Votes,781
House 107,Lieutenant Governor,DEM,Mike Collier,28819
House 107,Lieutenant Governor,LIB,Kerry Douglas McKennon,1152
House 107,Lieutenant Governor,REP,Dan Patrick,21255
House 108,Lieutenant Governor,,Over Votes,4
House 108,Lieutenant Governor,,Under Votes,1545
House 108,Lieutenant Governor,DEM,Mike Collier,42104
House 108,Lieutenant Governor,LIB,Kerry Douglas McKennon,2113
House 108,Lieutenant Governor,REP,Dan Patrick,35710
House 109,Lieutenant Governor,,Over Votes,5
House 109,Lieutenant Governor,,Under Votes,636
House 109,Lieutenant Governor,DEM,Mike Collier,49795
House 109,Lieutenant Governor,LIB,Kerry Douglas McKennon,1030
House 109,Lieutenant Governor,REP,Dan Patrick,10044
House 110,Lieutenant Governor,,Over Votes,3
House 110,Lieutenant Governor,,Under Votes,473
House 110,Lieutenant Governor,DEM,Mike Collier,26298
House 110,Lieutenant Governor,LIB,Kerry Douglas McKennon,494
House 110,Lieutenant Governor,REP,Dan Patrick,3721
House 111,Lieutenant Governor,,Over Votes,4
House 111,Lieutenant Governor,,Under Votes,622
House 111,Lieutenant Governor,DEM,Mike Collier,42069
House 111,Lieutenant Governor,LIB,Kerry Douglas McKennon,911
House 111,Lieutenant Governor,REP,Dan Patrick,11051
House 112,Lieutenant Governor,,Over Votes,2
House 112,Lieutenant Governor,,Under Votes,838
House 112,Lieutenant Governor,DEM,Mike Collier,27384
House 112,Lieutenant Governor,LIB,Kerry Douglas McKennon,1192
House 112,Lieutenant Governor,REP,Dan Patrick,24677
House 113,Lieutenant Governor,,Over Votes,4
House 113,Lieutenant Governor,,Under Votes,663
House 113,Lieutenant Governor,DEM,Mike Collier,28084
House 113,Lieutenant Governor,LIB,Kerry Douglas McKennon,993
House 113,Lieutenant Governor,REP,Dan Patrick,23844
House 114,Lieutenant Governor,,Over Votes,3
House 114,Lieutenant Governor,,Under Votes,1085
House 114,Lieutenant Governor,DEM,Mike Collier,36159
House 114,Lieutenant Governor,LIB,Kerry Douglas McKennon,1551
House 114,Lieutenant Governor,REP,Dan Patrick,29088
House 115,Lieutenant Governor,,Over Votes,3
House 115,Lieutenant Governor,,Under Votes,961
House 115,Lieutenant Governor,DEM,Mike Collier,31185
House 115,Lieutenant Governor,LIB,Kerry Douglas McKennon,1434
House 115,Lieutenant Governor,REP,Dan Patrick,24282
House 116,Lieutenant Governor,,OVER VOTES,0
House 116,Lieutenant Governor,,UNDER VOTES,669
House 116,Lieutenant Governor,DEM,Mike Collier,31071
House 116,Lieutenant Governor,LIB,Kerry McKennon,1217
House 116,Lieutenant Governor,REP,Dan Patrick,14462
House 117,Lieutenant Governor,,OVER VOTES,0
House 117,Lieutenant Governor,,UNDER VOTES,637
House 117,Lieutenant Governor,DEM,Mike Collier,31444
House 117,Lieutenant Governor,LIB,Kerry McKennon,1420
House 117,Lieutenant Governor,REP,Dan Patrick,25063
House 118,Lieutenant Governor,,OVER VOTES,0
House 118,Lieutenant Governor,,UNDER VOTES,652
House 118,Lieutenant Governor,DEM,Mike Collier,23237
House 118,Lieutenant Governor,LIB,Kerry McKennon,854
House 118,Lieutenant Governor,REP,Dan Patrick,17424
House 119,Lieutenant Governor,,OVER VOTES,1
House 119,Lieutenant Governor,,UNDER VOTES,565
House 119,Lieutenant Governor,DEM,Mike Collier,25913
House 119,Lieutenant Governor,LIB,Kerry McKennon,917
House 119,Lieutenant Governor,REP,Dan Patrick,15649
House 120,Lieutenant Governor,,OVER VOTES,0
House 120,Lieutenant Governor,,UNDER VOTES,520
House 120,Lieutenant Governor,DEM,Mike Collier,27318
House 120,Lieutenant Governor,LIB,Kerry McKennon,981
House 120,Lieutenant Governor,REP,Dan Patrick,14199
House 121,Lieutenant Governor,,OVER VOTES,0
House 121,Lieutenant Governor,,UNDER VOTES,938
House 121,Lieutenant Governor,DEM,Mike Collier,34387
House 121,Lieutenant Governor,LIB,Kerry McKennon,1733
House 121,Lieutenant Governor,REP,Dan Patrick,37225
House 122,Lieutenant Governor,,OVER VOTES,1
House 122,Lieutenant Governor,,UNDER VOTES,961
House 122,Lieutenant Governor,DEM,Mike Collier,38427
House 122,Lieutenant Governor,LIB,Kerry McKennon,1979
House 122,Lieutenant Governor,REP,Dan Patrick,54380
House 123,Lieutenant Governor,,OVER VOTES,0
House 123,Lieutenant Governor,,UNDER VOTES,791
House 123,Lieutenant Governor,DEM,Mike Collier,32764
House 123,Lieutenant Governor,LIB,Kerry McKennon,1210
House 123,Lieutenant Governor,REP,Dan Patrick,15160
House 124,Lieutenant Governor,,OVER VOTES,0
House 124,Lieutenant Governor,,UNDER VOTES,589
House 124,Lieutenant Governor,DEM,Mike Collier,29849
House 124,Lieutenant Governor,LIB,Kerry McKennon,1183
House 124,Lieutenant Governor,REP,Dan Patrick,16421
House 125,Lieutenant Governor,,OVER VOTES,0
House 125,Lieutenant Governor,,UNDER VOTES,616
House 125,Lieutenant Governor,DEM,Mike Collier,29774
House 125,Lieutenant Governor,LIB,Kerry McKennon,1177
House 125,Lieutenant Governor,REP,Dan Patrick,16891
House 126,Lieutenant Governor,,OVERVOTES,0
House 126,Lieutenant Governor,,UNDERVOTES,570
House 126,Lieutenant Governor,DEM,Mike Collier,25726
House 126,Lieutenant Governor,LIB,Kerry Douglas McKennon,918
House 126,Lieutenant Governor,REP,Dan Patrick,29149
House 127,Lieutenant Governor,,OVERVOTES,1
House 127,Lieutenant Governor,,UNDERVOTES,547
House 127,Lieutenant Governor,DEM,Mike Collier,26200
House 127,Lieutenant Governor,LIB,Kerry Douglas McKennon,1107
House 127,Lieutenant Governor,REP,Dan Patrick,41397
House 128,Lieutenant Governor,,OVERVOTES,0
House 128,Lieutenant Governor,,UNDERVOTES,418
House 128,Lieutenant Governor,DEM,Mike Collier,16816
House 128,Lieutenant Governor,LIB,Kerry Douglas McKennon,832
House 128,Lieutenant Governor,REP,Dan Patrick,34692
House 129,Lieutenant Governor,,OVERVOTES,1
House 129,Lieutenant Governor,,UNDERVOTES,680
House 129,Lieutenant Governor,DEM,Mike Collier,28277
House 129,Lieutenant Governor,LIB,Kerry Douglas McKennon,1311
House 129,Lieutenant Governor,REP,Dan Patrick,35597
House 130,Lieutenant Governor,,OVERVOTES,1
House 130,Lieutenant Governor,,UNDERVOTES,547
House 130,Lieutenant Governor,DEM,Mike Collier,24645
House 130,Lieutenant Governor,LIB,Kerry Douglas McKennon,1311
House 130,Lieutenant Governor,REP,Dan Patrick,50703
House 131,Lieutenant Governor,,OVERVOTES,2
House 131,Lieutenant Governor,,UNDERVOTES,555
House 131,Lieutenant Governor,DEM,Mike Collier,35173
House 131,Lieutenant Governor,LIB,Kerry Douglas McKennon,486
House 131,Lieutenant Governor,REP,Dan Patrick,6429
House 132,Lieutenant Governor,,OVERVOTES,1
House 132,Lieutenant Governor,,UNDERVOTES,587
House 132,Lieutenant Governor,DEM,Mike Collier,33113
House 132,Lieutenant Governor,LIB,Kerry Douglas McKennon,1176
House 132,Lieutenant Governor,REP,Dan Patrick,32636
House 133,Lieutenant Governor,,OVERVOTES,1
House 133,Lieutenant Governor,,UNDERVOTES,816
House 133,Lieutenant Governor,DEM,Mike Collier,31303
House 133,Lieutenant Governor,LIB,Kerry Douglas McKennon,1402
House 133,Lieutenant Governor,REP,Dan Patrick,39355
House 134,Lieutenant Governor,,OVERVOTES,0
House 134,Lieutenant Governor,,UNDERVOTES,1235
House 134,Lieutenant Governor,DEM,Mike Collier,52191
House 134,Lieutenant Governor,LIB,Kerry Douglas McKennon,1888
House 134,Lieutenant Governor,REP,Dan Patrick,36092
House 135,Lieutenant Governor,,OVERVOTES,1
House 135,Lieutenant Governor,,UNDERVOTES,523
House 135,Lieutenant Governor,DEM,Mike Collier,28581
House 135,Lieutenant Governor,LIB,Kerry Douglas McKennon,979
House 135,Lieutenant Governor,REP,Dan Patrick,26724
House 136,Lieutenant Governor,,Over Votes,0
House 136,Lieutenant Governor,,Under Votes,1023
House 136,Lieutenant Governor,DEM,Mike Collier,42692
House 136,Lieutenant Governor,LIB,Kerry Douglas McKennon,2790
House 136,Lieutenant Governor,REP,Dan Patrick,33290
House 137,Lieutenant Governor,,OVERVOTES,0
House 137,Lieutenant Governor,,UNDERVOTES,354
House 137,Lieutenant Governor,DEM,Mike Collier,16641
House 137,Lieutenant Governor,LIB,Kerry Douglas McKennon,460
House 137,Lieutenant Governor,REP,Dan Patrick,7297
House 138,Lieutenant Governor,,OVERVOTES,3
House 138,Lieutenant Governor,,UNDERVOTES,600
House 138,Lieutenant Governor,DEM,Mike Collier,24652
House 138,Lieutenant Governor,LIB,Kerry Douglas McKennon,915
House 138,Lieutenant Governor,REP,Dan Patrick,23174
House 139,Lieutenant Governor,,OVERVOTES,4
House 139,Lieutenant Governor,,UNDERVOTES,562
House 139,Lieutenant Governor,DEM,Mike Collier,35950
House 139,Lieutenant Governor,LIB,Kerry Douglas McKennon,644
House 139,Lieutenant Governor,REP,Dan Patrick,10792
House 140,Lieutenant Governor,,OVERVOTES,2
House 140,Lieutenant Governor,,UNDERVOTES,421
House 140,Lieutenant Governor,DEM,Mike Collier,17783
House 140,Lieutenant Governor,LIB,Kerry Douglas McKennon,267
House 140,Lieutenant Governor,REP,Dan Patrick,5647
House 141,Lieutenant Governor,,OVERVOTES,2
House 141,Lieutenant Governor,,UNDERVOTES,357
House 141,Lieutenant Governor,DEM,Mike Collier,26928
House 141,Lieutenant Governor,LIB,Kerry Douglas McKennon,339
House 141,Lieutenant Governor,REP,Dan Patrick,4262
House 142,Lieutenant Governor,,OVERVOTES,5
House 142,Lieutenant Governor,,UNDERVOTES,438
House 142,Lieutenant Governor,DEM,Mike Collier,30496
House 142,Lieutenant Governor,LIB,Kerry Douglas McKennon,477
House 142,Lieutenant Governor,REP,Dan Patrick,8927
House 143,Lieutenant Governor,,OVERVOTES,0
House 143,Lieutenant Governor,,UNDERVOTES,500
House 143,Lieutenant Governor,DEM,Mike Collier,20443
House 143,Lieutenant Governor,LIB,Kerry Douglas McKennon,356
